"","GeneID","Cluster","ComparisonGroup"
"694","LOC9266956","cluster2","Group1"
"695","LOC112937595","cluster2","Group1"
"696","LOC9269211","cluster2","Group1"
"697","LOC112938951","cluster2","Group1"
"698","LOC112939853","cluster2","Group1"
"699","LOC4349480","cluster2","Group1"
"700","LOC112939010","cluster2","Group1"
"701","LOC112937894","cluster2","Group1"
"702","LOC4331161","cluster2","Group1"
"703","LOC4345892","cluster2","Group1"
"704","LOC4349505","cluster2","Group1"
"705","LOC4351085","cluster2","Group1"
"706","LOC4341709","cluster2","Group1"
"707","LOC112937323","cluster2","Group1"
"708","LOC4337958","cluster2","Group1"
"709","LOC4343108","cluster2","Group1"
"710","LOC4350888","cluster2","Group1"
"711","LOC4334899","cluster2","Group1"
"712","LOC4349100","cluster2","Group1"
"713","LOC4351373","cluster2","Group1"
"714","LOC107276036","cluster2","Group1"
"715","LOC107277167","cluster2","Group1"
"716","LOC4342166","cluster2","Group1"
"717","LOC4335990","cluster2","Group1"
"718","LOC4335486","cluster2","Group1"
"719","LOC4349830","cluster2","Group1"
"720","LOC4344629","cluster2","Group1"
"721","LOC4348656","cluster2","Group1"
"722","LOC112938707","cluster2","Group1"
"723","LOC107280775","cluster2","Group1"
"724","LOC4336396","cluster2","Group1"
"725","LOC9268658","cluster2","Group1"
"726","LOC4352344","cluster2","Group1"
"727","LOC9267014","cluster2","Group1"
"728","LOC9271938","cluster2","Group1"
"729","LOC112939569","cluster2","Group1"
"730","LOC112938973","cluster2","Group1"
"731","LOC107281173","cluster2","Group1"
"732","LOC4327402","cluster2","Group1"
"733","LOC4339151","cluster2","Group1"
"734","LOC4351054","cluster2","Group1"
"735","LOC9268140","cluster2","Group1"
"736","LOC4340828","cluster2","Group1"
"737","LOC9266542","cluster2","Group1"
"738","LOC9268593","cluster2","Group1"
"739","LOC4331060","cluster2","Group1"
"740","LOC4335768","cluster2","Group1"
"741","LOC4349656","cluster2","Group1"
"742","LOC4345919","cluster2","Group1"
"743","LOC4325991","cluster2","Group1"
"744","LOC4330945","cluster2","Group1"
"745","LOC107276024","cluster2","Group1"
"746","LOC4347123","cluster2","Group1"
"747","LOC4339545","cluster2","Group1"
"748","LOC4331757","cluster2","Group1"
"749","LOC4348717","cluster2","Group1"
"750","LOC4334946","cluster2","Group1"
"751","LOC4324797","cluster2","Group1"
"752","LOC9267611","cluster2","Group1"
"753","LOC107280750","cluster2","Group1"
"754","LOC4334539","cluster2","Group1"
"755","LOC4325622","cluster2","Group1"
"756","LOC9268942","cluster2","Group1"
"757","LOC4331383","cluster2","Group1"
"758","LOC4324187","cluster2","Group1"
"759","LOC4348808","cluster2","Group1"
"760","LOC4346219","cluster2","Group1"
"761","LOC4342111","cluster2","Group1"
"762","LOC107276415","cluster2","Group1"
"763","LOC4328473","cluster2","Group1"
"764","LOC4331321","cluster2","Group1"
"765","LOC107279211","cluster2","Group1"
"766","LOC4348246","cluster2","Group1"
"767","LOC4352709","cluster2","Group1"
"768","LOC4328522","cluster2","Group1"
"769","LOC112936400","cluster2","Group1"
"770","LOC4344169","cluster2","Group1"
"771","LOC4331101","cluster2","Group1"
"772","LOC112939891","cluster2","Group1"
"773","LOC4325709","cluster2","Group1"
"774","LOC4343498","cluster2","Group1"
"775","LOC107277307","cluster2","Group1"
"776","LOC9267218","cluster2","Group1"
"777","LOC9268297","cluster2","Group1"
"778","LOC4344201","cluster2","Group1"
"779","LOC4332662","cluster2","Group1"
"780","LOC4346868","cluster2","Group1"
"781","LOC107277409","cluster2","Group1"
"782","LOC9267556","cluster2","Group1"
"783","LOC4343847","cluster2","Group1"
"784","LOC4329999","cluster2","Group1"
"785","LOC4346529","cluster2","Group1"
"786","LOC4345353","cluster2","Group1"
"787","LOC4342263","cluster2","Group1"
"788","LOC107281499","cluster2","Group1"
"789","LOC4348501","cluster2","Group1"
"790","LOC4350236","cluster2","Group1"
"791","LOC4340487","cluster2","Group1"
"792","LOC4340712","cluster2","Group1"
"793","LOC4327877","cluster2","Group1"
"794","LOC4338382","cluster2","Group1"
"795","LOC9269769","cluster2","Group1"
"796","LOC4333658","cluster2","Group1"
"797","LOC112938786","cluster2","Group1"
"798","LOC4340661","cluster2","Group1"
"799","LOC107277568","cluster2","Group1"
"800","LOC107276038","cluster2","Group1"
"801","LOC9266717","cluster2","Group1"
"802","LOC112938453","cluster2","Group1"
"803","LOC9272608","cluster2","Group1"
"804","LOC4350620","cluster2","Group1"
"805","LOC9266422","cluster2","Group1"
"806","LOC9271851","cluster2","Group1"
"807","LOC107278442","cluster2","Group1"
"808","LOC4351444","cluster2","Group1"
"809","LOC4334784","cluster2","Group1"
"810","LOC4325623","cluster2","Group1"
"811","LOC107280546","cluster2","Group1"
"812","LOC4350061","cluster2","Group1"
"813","LOC107277889","cluster2","Group1"
"814","LOC107276819","cluster2","Group1"
"815","LOC4340551","cluster2","Group1"
"816","LOC4335949","cluster2","Group1"
"817","LOC4349205","cluster2","Group1"
"818","LOC4329962","cluster2","Group1"
"819","LOC4347316","cluster2","Group1"
"820","LOC112936631","cluster2","Group1"
"821","LOC4330517","cluster2","Group1"
"822","LOC4335587","cluster2","Group1"
"823","LOC107280893","cluster2","Group1"
"824","LOC4336814","cluster2","Group1"
"825","LOC4343348","cluster2","Group1"
"826","LOC4334114","cluster2","Group1"
"827","LOC4352117","cluster2","Group1"
"828","LOC4331665","cluster2","Group1"
"829","LOC4327644","cluster2","Group1"
"830","LOC4349087","cluster2","Group1"
"831","LOC107277666","cluster2","Group1"
"832","LOC4334737","cluster2","Group1"
"833","LOC4345497","cluster2","Group1"
"834","LOC4332253","cluster2","Group1"
"835","LOC107278628","cluster2","Group1"
"836","LOC4343553","cluster2","Group1"
"837","LOC4325563","cluster2","Group1"
"838","LOC9266275","cluster2","Group1"
"839","LOC4341247","cluster2","Group1"
"840","LOC4331941","cluster2","Group1"
"841","LOC4324344","cluster2","Group1"
"842","LOC4346141","cluster2","Group1"
"843","LOC4342534","cluster2","Group1"
"844","LOC4331391","cluster2","Group1"
"845","LOC4336972","cluster2","Group1"
"846","LOC4340466","cluster2","Group1"
"847","LOC4326262","cluster2","Group1"
"848","LOC4328218","cluster2","Group1"
"849","LOC107275776","cluster2","Group1"
"850","LOC9272519","cluster2","Group1"
"851","LOC4324796","cluster2","Group1"
"852","LOC4342379","cluster2","Group1"
"853","LOC4349196","cluster2","Group1"
"854","LOC4340151","cluster2","Group1"
"855","LOC4326970","cluster2","Group1"
"856","LOC4331177","cluster2","Group1"
"857","LOC4334073","cluster2","Group1"
"858","LOC107280342","cluster2","Group1"
"859","LOC107279124","cluster2","Group1"
"860","LOC4326764","cluster2","Group1"
"861","LOC4348866","cluster2","Group1"
"862","LOC107277541","cluster2","Group1"
"863","LOC4329062","cluster2","Group1"
"864","LOC9267450","cluster2","Group1"
"865","LOC107278772","cluster2","Group1"
"866","LOC4343487","cluster2","Group1"
"867","LOC4335777","cluster2","Group1"
"868","LOC4333597","cluster2","Group1"
"869","LOC107276362","cluster2","Group1"
"870","LOC9272317","cluster2","Group1"
"871","LOC4328091","cluster2","Group1"
"872","LOC9270565","cluster2","Group1"
"873","LOC4337418","cluster2","Group1"
"874","LOC4334811","cluster2","Group1"
"875","LOC4325379","cluster2","Group1"
"876","LOC107276005","cluster2","Group1"
"877","LOC4342127","cluster2","Group1"
"878","LOC107276339","cluster2","Group1"
"879","LOC4326964","cluster2","Group1"
"880","LOC4343114","cluster2","Group1"
"881","LOC4334921","cluster2","Group1"
"882","LOC4348446","cluster2","Group1"
"883","LOC107278159","cluster2","Group1"
"884","LOC107277158","cluster2","Group1"
"885","LOC107275996","cluster2","Group1"
"886","LOC4336187","cluster2","Group1"
"887","LOC4351079","cluster2","Group1"
"888","LOC4330303","cluster2","Group1"
"889","LOC4342135","cluster2","Group1"
"890","LOC4337550","cluster2","Group1"
"891","LOC107275698","cluster2","Group1"
"892","LOC4338061","cluster2","Group1"
"893","LOC9271443","cluster2","Group1"
"894","LOC4347587","cluster2","Group1"
"895","LOC4342850","cluster2","Group1"
"896","LOC4337665","cluster2","Group1"
"897","LOC4334293","cluster2","Group1"
"898","LOC4345658","cluster2","Group1"
"899","LOC4338878","cluster2","Group1"
"900","LOC4338047","cluster2","Group1"
"901","LOC4326850","cluster2","Group1"
"902","LOC4347910","cluster2","Group1"
"903","LOC4349650","cluster2","Group1"
"904","LOC9267623","cluster2","Group1"
"905","LOC4331438","cluster2","Group1"
"906","LOC4341933","cluster2","Group1"
"907","LOC4334592","cluster2","Group1"
"908","LOC4327243","cluster2","Group1"
"909","LOC4346250","cluster2","Group1"
"910","LOC4340787","cluster2","Group1"
"911","LOC4334736","cluster2","Group1"
"912","LOC4338844","cluster2","Group1"
"913","LOC9271011","cluster2","Group1"
"914","LOC107275686","cluster2","Group1"
"915","LOC4352321","cluster2","Group1"
"916","LOC4335553","cluster2","Group1"
"917","LOC4347446","cluster2","Group1"
"918","LOC4333512","cluster2","Group1"
"919","LOC4351370","cluster2","Group1"
"920","LOC4332145","cluster2","Group1"
"921","LOC107277495","cluster2","Group1"
"922","LOC4351505","cluster2","Group1"
"923","LOC4326588","cluster2","Group1"
"924","LOC4339737","cluster2","Group1"
"925","LOC9272295","cluster2","Group1"
"926","LOC112938267","cluster2","Group1"
"927","LOC107277142","cluster2","Group1"
"928","LOC4330917","cluster2","Group1"
"929","LOC4344526","cluster2","Group1"
"930","LOC9268586","cluster2","Group1"
"931","LOC9267731","cluster2","Group1"
"932","LOC4351820","cluster2","Group1"
"933","LOC4339897","cluster2","Group1"
"934","LOC4341399","cluster2","Group1"
"935","LOC4342272","cluster2","Group1"
"936","LOC4339169","cluster2","Group1"
"937","LOC4347777","cluster2","Group1"
"938","LOC4347445","cluster2","Group1"
"939","LOC4335515","cluster2","Group1"
"940","LOC4350568","cluster2","Group1"
"941","LOC4324959","cluster2","Group1"
"942","LOC4349111","cluster2","Group1"
"943","LOC4345825","cluster2","Group1"
"944","LOC4336075","cluster2","Group1"
"945","LOC4333062","cluster2","Group1"
"946","LOC4327407","cluster2","Group1"
"947","LOC9267048","cluster2","Group1"
"948","LOC4324105","cluster2","Group1"
"949","LOC4341736","cluster2","Group1"
"950","LOC4344381","cluster2","Group1"
"951","LOC4352832","cluster2","Group1"
"952","LOC4337749","cluster2","Group1"
"953","LOC4336907","cluster2","Group1"
"954","LOC4334594","cluster2","Group1"
"955","LOC4327884","cluster2","Group1"
"956","LOC4346945","cluster2","Group1"
"957","LOC4325146","cluster2","Group1"
"958","LOC4335613","cluster2","Group1"
"959","LOC4347989","cluster2","Group1"
"960","LOC9271306","cluster2","Group1"
"961","LOC107275877","cluster2","Group1"
"962","LOC4346144","cluster2","Group1"
"963","LOC4340945","cluster2","Group1"
"964","LOC4344168","cluster2","Group1"
"965","LOC9271371","cluster2","Group1"
"966","LOC4334038","cluster2","Group1"
"967","LOC9266317","cluster2","Group1"
"968","LOC4346117","cluster2","Group1"
"969","LOC4327400","cluster2","Group1"
"970","LOC9271449","cluster2","Group1"
"971","LOC4347605","cluster2","Group1"
"972","LOC4347977","cluster2","Group1"
"973","LOC4336854","cluster2","Group1"
"974","LOC4328435","cluster2","Group1"
"975","LOC4349185","cluster2","Group1"
"976","LOC4324263","cluster2","Group1"
"977","LOC4330880","cluster2","Group1"
"978","LOC4349190","cluster2","Group1"
"979","LOC4333459","cluster2","Group1"
"980","LOC4330725","cluster2","Group1"
"981","LOC4333902","cluster2","Group1"
"982","LOC4330614","cluster2","Group1"
"983","LOC4339486","cluster2","Group1"
"984","LOC4330910","cluster2","Group1"
"985","LOC4341136","cluster2","Group1"
"986","LOC9267704","cluster2","Group1"
"987","LOC4344024","cluster2","Group1"
"988","LOC4341701","cluster2","Group1"
"989","LOC4333899","cluster2","Group1"
"990","LOC4330649","cluster2","Group1"
"991","LOC4347248","cluster2","Group1"
"992","LOC4332559","cluster2","Group1"
"993","LOC4336657","cluster2","Group1"
"994","LOC9271713","cluster2","Group1"
"995","LOC4332424","cluster2","Group1"
"996","LOC4339257","cluster2","Group1"
"997","LOC4337924","cluster2","Group1"
"998","LOC4340946","cluster2","Group1"
"999","LOC4330593","cluster2","Group1"
"1000","LOC4343507","cluster2","Group1"
"1001","LOC4328470","cluster2","Group1"
"1002","LOC9270165","cluster2","Group1"
"1003","LOC4349249","cluster2","Group1"
"1004","LOC4342380","cluster2","Group1"
"1005","LOC4327388","cluster2","Group1"
"1006","LOC107276109","cluster2","Group1"
"1007","LOC4345178","cluster2","Group1"
"1008","LOC4330073","cluster2","Group1"
"1009","LOC4334169","cluster2","Group1"
"1010","LOC4349245","cluster2","Group1"
"1011","LOC9268939","cluster2","Group1"
"1012","LOC4325293","cluster2","Group1"
"1013","LOC4334789","cluster2","Group1"
"1014","LOC4339981","cluster2","Group1"
"1015","LOC9267897","cluster2","Group1"
"1016","LOC4347407","cluster2","Group1"
"1017","LOC107276327","cluster2","Group1"
"1018","LOC9267438","cluster2","Group1"
"1019","LOC112936468","cluster2","Group1"
"1020","LOC107276487","cluster2","Group1"
"1021","LOC4345095","cluster2","Group1"
"1022","LOC4341958","cluster2","Group1"
"1023","LOC4339389","cluster2","Group1"
"1024","LOC4349544","cluster2","Group1"
"1025","LOC4351253","cluster2","Group1"
"1026","LOC4342139","cluster2","Group1"
"1027","LOC4325983","cluster2","Group1"
"1028","LOC9270349","cluster2","Group1"
"1029","LOC4349566","cluster2","Group1"
"1030","LOC4331883","cluster2","Group1"
"1031","LOC4344044","cluster2","Group1"
"1032","LOC4336021","cluster2","Group1"
"1033","LOC4333749","cluster2","Group1"
"1034","LOC4330421","cluster2","Group1"
"1035","LOC9268399","cluster2","Group1"
"1036","LOC4327433","cluster2","Group1"
"1037","LOC4336875","cluster2","Group1"
"1038","LOC4337726","cluster2","Group1"
"1039","LOC4346085","cluster2","Group1"
"1040","LOC4340515","cluster2","Group1"
"1041","LOC4330667","cluster2","Group1"
"1042","LOC4338409","cluster2","Group1"
"1043","LOC4324968","cluster2","Group1"
"1044","LOC4345697","cluster2","Group1"
"1045","LOC4336841","cluster2","Group1"
"1046","LOC4328012","cluster2","Group1"
"1047","LOC4351717","cluster2","Group1"
"1048","LOC4325689","cluster2","Group1"
"1049","LOC4342440","cluster2","Group1"
"1050","LOC107279001","cluster2","Group1"
"1051","LOC112936158","cluster2","Group1"
"1052","LOC107281508","cluster2","Group1"
"1053","LOC4346769","cluster2","Group1"
"1054","LOC4348776","cluster2","Group1"
"1055","LOC4333956","cluster2","Group1"
"1056","LOC4349587","cluster2","Group1"
"1057","LOC4328185","cluster2","Group1"
"1058","LOC4335836","cluster2","Group1"
"1059","LOC4352267","cluster2","Group1"
"1060","LOC4342085","cluster2","Group1"
"1061","LOC4326651","cluster2","Group1"
"1062","LOC4341847","cluster2","Group1"
"1063","LOC4325626","cluster2","Group1"
"1064","LOC4352233","cluster2","Group1"
"1065","LOC4349499","cluster2","Group1"
"1066","LOC4330512","cluster2","Group1"
"1067","LOC107279020","cluster2","Group1"
"1068","LOC4349889","cluster2","Group1"
"1069","LOC4337862","cluster2","Group1"
"1070","LOC4339757","cluster2","Group1"
"1071","LOC9266916","cluster2","Group1"
"1072","LOC9266163","cluster2","Group1"
"1073","LOC4332057","cluster2","Group1"
"1074","LOC9270767","cluster2","Group1"
"1075","LOC4339748","cluster2","Group1"
"1076","LOC107278642","cluster2","Group1"
"1077","LOC4339732","cluster2","Group1"
"1078","LOC4341277","cluster2","Group1"
"1079","LOC4339283","cluster2","Group1"
"1080","LOC4350262","cluster2","Group1"
"1081","LOC4335602","cluster2","Group1"
"1082","LOC4338680","cluster2","Group1"
"1083","LOC4339415","cluster2","Group1"
"1084","LOC4330753","cluster2","Group1"
"1085","LOC4337294","cluster2","Group1"
"1086","LOC4347288","cluster2","Group1"
"1087","LOC4336099","cluster2","Group1"
"1088","LOC4342270","cluster2","Group1"
"1089","LOC4350456","cluster2","Group1"
"1090","LOC4334391","cluster2","Group1"
"1091","LOC112939018","cluster2","Group1"
"1092","LOC4352325","cluster2","Group1"
"1093","LOC4341854","cluster2","Group1"
"1094","LOC112937885","cluster2","Group1"
"1095","LOC4328275","cluster2","Group1"
"1096","LOC4352241","cluster2","Group1"
"1097","LOC112936680","cluster2","Group1"
"1098","LOC107276422","cluster2","Group1"
"1099","LOC9270867","cluster2","Group1"
"1100","LOC4344087","cluster2","Group1"
"1101","LOC4335624","cluster2","Group1"
"1102","LOC4335994","cluster2","Group1"
"1103","LOC4352130","cluster2","Group1"
"1104","LOC107276502","cluster2","Group1"
"1105","LOC107276020","cluster2","Group1"
"1106","LOC107275732","cluster2","Group1"
"1107","LOC107279104","cluster2","Group1"
"1108","LOC4351426","cluster2","Group1"
"1109","LOC4327653","cluster2","Group1"
"1110","LOC107278152","cluster2","Group1"
"1111","LOC4331049","cluster2","Group1"
"1112","LOC112939749","cluster2","Group1"
"1113","LOC4351204","cluster2","Group1"
"1114","LOC4347927","cluster2","Group1"
"1115","LOC9268804","cluster2","Group1"
"1116","LOC4327035","cluster2","Group1"
"1117","LOC4337129","cluster2","Group1"
"1118","LOC4350424","cluster2","Group1"
"1119","LOC4349023","cluster2","Group1"
"1120","LOC4343121","cluster2","Group1"
"1121","LOC4329372","cluster2","Group1"
"1122","LOC4334593","cluster2","Group1"
"1123","LOC4332926","cluster2","Group1"
"1124","LOC4346875","cluster2","Group1"
"1125","LOC4342032","cluster2","Group1"
"1126","LOC4331658","cluster2","Group1"
"1127","LOC4343230","cluster2","Group1"
"1128","LOC4349282","cluster2","Group1"
"1129","LOC4335013","cluster2","Group1"
"1130","LOC9270974","cluster2","Group1"
"1131","LOC4345717","cluster2","Group1"
"1132","LOC4335334","cluster2","Group1"
"1133","LOC9267060","cluster2","Group1"
"1134","LOC4327169","cluster2","Group1"
"1135","LOC4343387","cluster2","Group1"
"1136","LOC4337011","cluster2","Group1"
"1137","LOC4333628","cluster2","Group1"
"1138","LOC4346906","cluster2","Group1"
"1139","LOC4347954","cluster2","Group1"
"1140","LOC4324718","cluster2","Group1"
"1141","LOC9271248","cluster2","Group1"
"1142","LOC4326127","cluster2","Group1"
