"","ID","prev","RA.mean","log.mean","filtN","ra","prevN","condition"
"ASV_27684","ASV_27684",0.032258064516129,1.77408799015168e-07,-6.75102484409298,"Retain","Discard","Discard","Both_Fail"
"ASV_27685","ASV_27685",0.032258064516129,1.77408799015168e-07,-6.75102484409298,"Retain","Discard","Discard","Both_Fail"
"ASV_27686","ASV_27686",0.032258064516129,1.77408799015168e-07,-6.75102484409298,"Retain","Discard","Discard","Both_Fail"
"ASV_27687","ASV_27687",0.032258064516129,1.77408799015168e-07,-6.75102484409298,"Retain","Discard","Discard","Both_Fail"
"ASV_27688","ASV_27688",0.032258064516129,1.77408799015168e-07,-6.75102484409298,"Retain","Discard","Discard","Both_Fail"
"ASV_27689","ASV_27689",0.032258064516129,1.77408799015168e-07,-6.75102484409298,"Retain","Discard","Discard","Both_Fail"
"ASV_27690","ASV_27690",0.032258064516129,1.77408799015168e-07,-6.75102484409298,"Retain","Discard","Discard","Both_Fail"
"ASV_27691","ASV_27691",0.032258064516129,1.77408799015168e-07,-6.75102484409298,"Retain","Discard","Discard","Both_Fail"
"ASV_27692","ASV_27692",0.032258064516129,1.77408799015168e-07,-6.75102484409298,"Retain","Discard","Discard","Both_Fail"
"ASV_27693","ASV_27693",0.032258064516129,1.77408799015168e-07,-6.75102484409298,"Retain","Discard","Discard","Both_Fail"
"ASV_27694","ASV_27694",0.032258064516129,1.77408799015168e-07,-6.75102484409298,"Retain","Discard","Discard","Both_Fail"
"ASV_27695","ASV_27695",0.032258064516129,1.77408799015168e-07,-6.75102484409298,"Retain","Discard","Discard","Both_Fail"
"ASV_27696","ASV_27696",0.032258064516129,1.77408799015168e-07,-6.75102484409298,"Retain","Discard","Discard","Both_Fail"
"ASV_27697","ASV_27697",0.032258064516129,1.77408799015168e-07,-6.75102484409298,"Retain","Discard","Discard","Both_Fail"
"ASV_27698","ASV_27698",0.032258064516129,1.77408799015168e-07,-6.75102484409298,"Retain","Discard","Discard","Both_Fail"
"ASV_27699","ASV_27699",0.032258064516129,1.77408799015168e-07,-6.75102484409298,"Retain","Discard","Discard","Both_Fail"
"ASV_27700","ASV_27700",0.032258064516129,1.77408799015168e-07,-6.75102484409298,"Retain","Discard","Discard","Both_Fail"
"ASV_27701","ASV_27701",0.032258064516129,1.77408799015168e-07,-6.75102484409298,"Retain","Discard","Discard","Both_Fail"
"ASV_27702","ASV_27702",0.032258064516129,1.77408799015168e-07,-6.75102484409298,"Retain","Discard","Discard","Both_Fail"
"ASV_27703","ASV_27703",0.032258064516129,1.77408799015168e-07,-6.75102484409298,"Retain","Discard","Discard","Both_Fail"
"ASV_27704","ASV_27704",0.032258064516129,1.77408799015168e-07,-6.75102484409298,"Retain","Discard","Discard","Both_Fail"
"ASV_27705","ASV_27705",0.032258064516129,1.77408799015168e-07,-6.75102484409298,"Retain","Discard","Discard","Both_Fail"
"ASV_27706","ASV_27706",0.032258064516129,1.77408799015168e-07,-6.75102484409298,"Retain","Discard","Discard","Both_Fail"
"ASV_27707","ASV_27707",0.032258064516129,1.77408799015168e-07,-6.75102484409298,"Retain","Discard","Discard","Both_Fail"
"ASV_27708","ASV_27708",0.032258064516129,2.29509822102347e-07,-6.63919872366236,"Retain","Discard","Discard","Both_Fail"
"ASV_27709","ASV_27709",0.032258064516129,2.29509822102347e-07,-6.63919872366236,"Retain","Discard","Discard","Both_Fail"
"ASV_27710","ASV_27710",0.032258064516129,2.29509822102347e-07,-6.63919872366236,"Retain","Discard","Discard","Both_Fail"
"ASV_27711","ASV_27711",0.032258064516129,2.29509822102347e-07,-6.63919872366236,"Retain","Discard","Discard","Both_Fail"
"ASV_27712","ASV_27712",0.032258064516129,2.29509822102347e-07,-6.63919872366236,"Retain","Discard","Discard","Both_Fail"
"ASV_27713","ASV_27713",0.032258064516129,2.29509822102347e-07,-6.63919872366236,"Retain","Discard","Discard","Both_Fail"
